epoch,lr,loss,iou,val_loss,val_iou
0,0.001,0.8342170514284618,0.4471255498679183,0.6976214633157602,0.5505878639874041
1,0.001,0.6900507105248315,0.5252889322136267,0.6145530545664399,0.5990494243550701
2,0.001,0.6472520902752876,0.5532986326101246,0.5998659308248829,0.5942470962488069
3,0.001,0.625525902542803,0.5688386680469996,0.580111566857387,0.6146960996307889
4,0.001,0.6042975705294382,0.5817855556360124,0.5453257256816969,0.626710216010813
5,0.001,0.5887955823351466,0.5902948372496714,0.515503876294072,0.6584544473862802
6,0.001,0.5760238518317541,0.5983982234998853,0.5155534565213169,0.648219575012724
7,0.001,0.5604293585296661,0.6091047192379735,0.48424645186412946,0.6642765795647837
8,0.001,0.5394316606578373,0.6243395767547456,0.48593868945427093,0.6635635285356244
9,0.001,0.5320000886207535,0.626429906078928,0.45067477980150067,0.6781949544971168
10,0.001,0.5196697074506018,0.635395934666872,0.4720276686042665,0.6767240382242199
11,0.001,0.5086215933163961,0.6424524239642387,0.4199782817260079,0.6988469284128309
12,0.001,0.4952354855717175,0.6501081016090768,0.47876542571033887,0.6458490798417011
13,0.001,0.490263878116532,0.651295939012734,0.4051027964697525,0.701176344177833
14,0.001,0.4766638364110674,0.6605619920658646,0.4157412573989672,0.6999533807532223
15,0.001,0.47130627693637966,0.6631472837544967,0.4051756854113854,0.7041449286473354
16,0.001,0.4617933103489497,0.6674562319278715,0.3978025378445863,0.7008751690023709
17,0.001,0.45517153210110134,0.669655792975067,0.4164528227135127,0.7099432466643182
18,0.001,0.44245963023295476,0.6768817272661467,0.38803797771808185,0.7134801354311081
19,0.001,0.43403659311551895,0.6830675103189622,0.38310562080074206,0.710902508438597
20,0.001,0.4285507461144811,0.684933687382047,0.3692054562417886,0.7185816833843164
21,0.001,0.4210869498432629,0.690859662994443,0.35483387784053216,0.7236006069564791
22,0.001,0.4062411236384558,0.6968045950632696,0.34509800427515985,0.7272792300316302
23,0.001,0.40447748073982814,0.6957424842818133,0.3570564806225743,0.7177332523130903
24,0.001,0.39911313804369125,0.7019114612158108,0.36365378091457806,0.7095453611870709
25,0.001,0.3945344280865457,0.7042897648788479,0.35211075282850757,0.7257205310987314
26,0.001,0.38226239199912737,0.7101773255419618,0.33410444478743634,0.735242567396376
27,0.001,0.3805575437015957,0.7096110907771389,0.3396045075574882,0.7269732270647541
28,0.001,0.37045319230547025,0.7177002310142961,0.34257885931508814,0.7298714720373681
29,0.001,0.3677119742783289,0.7185457126242198,0.31959645067279047,0.7453464994684518
30,0.001,0.36876225051662276,0.7197281594180204,0.3172445799051066,0.7493551767535475
31,0.001,0.358222889285239,0.722885498702399,0.31893490896865784,0.7479988873489392
32,0.001,0.35135878646184526,0.7292140728524794,0.3168331186761969,0.7471077263459233
33,0.001,0.3442130065153515,0.7301016815823725,0.32884607661382953,0.7381691514596813
34,0.001,0.3406425550106972,0.7337254516691842,0.3375372342441393,0.7403275919673563
35,0.001,0.34109551642858793,0.7340423290818695,0.31437628895868897,0.7494469228377818
36,0.001,0.33600592234778026,0.7358202427240118,0.31962845542214136,0.7452690695455755
37,0.001,0.3326095303609258,0.7427202043897703,0.33902959401899646,0.7297492598959561
38,0.001,0.3298999997121947,0.7397289391823942,0.30703571880523395,0.7499060170226567
39,0.001,0.3251434379508571,0.7427042024015095,0.3012915535171041,0.7532667560186864
40,0.001,0.3223386186928976,0.7441430346343607,0.3077596302324604,0.7518243331514879
41,0.001,0.317680927614371,0.7459093843394601,0.29851513482600806,0.759364232458902
42,0.001,0.3107414427139456,0.7528947530343385,0.3454246119312618,0.73356977578605
