epoch,lr,loss,iou,val_loss,val_iou
0,0.001,0.5832829918180193,0.3919548983747139,0.31848685894148204,0.7694966456846197
1,0.001,0.5044852431331363,0.5161616776697701,0.35693090401086097,0.7047988814794216
2,0.001,0.5277113731418337,0.47827595966630054,0.3144193657564523,0.7551399059961592
3,0.001,0.5168339299304144,0.4947075244568832,0.32102611326874364,0.7126073537657459
4,0.001,0.5638666714940752,0.39482616192005177,0.30535966200336445,0.7356157226427649
5,0.001,0.5179949751922063,0.47710325869385123,0.31226465148433674,0.7382372239544908
6,0.001,0.5573298007249832,0.42625553182841813,0.32862266081507946,0.7229560189632821
7,0.001,0.5330636961119516,0.4638247678860201,0.3188841097931845,0.7268906943906231
8,0.001,0.5458819964102336,0.4595830661875401,0.33849375496131245,0.7535751491285296
9,0.001,0.535654165489333,0.4782102772336197,0.34169777867208595,0.7073274295302112
10,0.001,0.5421545058488846,0.46240807354872504,0.32554439919274897,0.7205809810277178
11,0.001,0.5586602856005941,0.46654702763726064,0.3536857554284703,0.6856833778805099
12,0.001,0.548571960415159,0.4685356599955132,0.33091768060290516,0.7294013007275996
13,0.001,0.5684783233063562,0.404923691501969,0.3743552381033575,0.6272939322888994
14,0.001,0.5458268365689687,0.44241234468358337,0.3117633139005335,0.7179570957192132
15,0.001,0.5195603502648217,0.484358346242946,0.33793840491050503,0.7526378499832304
16,0.001,0.5460877271635192,0.4423634075183491,0.3063299451222199,0.7657487621673665
17,0.001,0.5586456307343074,0.43593856310819046,0.31129414060573984,0.7391001922039866
18,0.001,0.5476803732769829,0.4590666818273858,0.34028426427858155,0.7059575844195416
19,0.001,0.5382545973573413,0.46887659514781227,0.3093398755343359,0.7707354260530084
20,0.001,0.5555325810398374,0.4267414592647411,0.3016059392287638,0.7721954814137567
21,0.001,0.5921438987765993,0.3996122144692699,0.3222786088431009,0.7363863254798609
22,0.001,0.5479908508913858,0.46896176261996914,0.3154132739504885,0.7600022634521965
23,0.001,0.5320045151880809,0.47329390099162977,0.33555981909252997,0.7424612660716808
24,0.001,0.5229425268513815,0.48605499028184723,0.3065127899001926,0.7469167962092939
25,0.001,0.5552442188773836,0.45389760687059577,0.33875432080221346,0.6647174311764661
