epoch,lr,loss,iou,val_loss,val_iou
0,0.001,0.9770814586144227,0.3559699787290791,0.9025272020926842,0.4417048511900679
1,0.001,0.8746453966085728,0.46610057114701337,0.8261385624225323,0.52103710589545
2,0.001,0.8130637106987146,0.5115361156851206,0.7815728545188904,0.5496166529242547
3,0.001,0.7775026321411133,0.5275443414138736,0.7381237974533668,0.5734340851426711
4,0.001,0.7531081435772089,0.5382864833569947,0.7120622176390428,0.5843315877838036
5,0.001,0.7305980175733566,0.5505585108324152,0.71388545861611,0.5839381098747758
6,0.001,0.712454013641064,0.5665522563855006,0.6755105660511898,0.6111769690020297
7,0.001,0.7002223374751898,0.5726611114136668,0.6638621091842651,0.6120334551801361
8,0.001,0.6927101813829862,0.575840754733886,0.6531125013644878,0.6238112071710341
9,0.001,0.6788633736280295,0.5919055073362096,0.6431120560719417,0.620019160453226
10,0.001,0.6677688050728577,0.6015263107550813,0.6368653838451092,0.6367893891814019
11,0.001,0.6618472393888694,0.6007361258457632,0.6204620920694791,0.6450941963578958
12,0.001,0.6526107151920979,0.6088470634829974,0.6168893626103035,0.6466650595977973
13,0.001,0.6482650699523779,0.6106366405310313,0.6167771522815411,0.6469814232723812
14,0.001,0.6424901918723033,0.6173294529932484,0.597685694694519,0.6576275907816216
15,0.001,0.6344253621422328,0.6253154754237233,0.5969976879083193,0.6650932955708487
16,0.001,0.6330802777638802,0.6230205960961424,0.5880125710597405,0.6675409860306427
17,0.001,0.624923519217051,0.6301818848373939,0.5885407887972318,0.6580883088965606
18,0.001,0.6196559430314944,0.6370992064323829,0.6062955306126521,0.6515709617690361
19,0.001,0.6134936006023334,0.6374084566748625,0.5642527992908771,0.6802755735628475
20,0.001,0.6092443728676209,0.6439698203094488,0.5746836680632371,0.6715383659002806
21,0.001,0.6033644570754124,0.6460465012409079,0.5565201310011056,0.6813663701075141
22,0.001,0.5988149029704241,0.6505994431331203,0.5723068489478185,0.683250236162963
23,0.001,0.5945887563320307,0.6497574415646794,0.5575214931598076,0.6814065015543275
24,0.001,0.5920095474674152,0.6543452539154713,0.5525849039737994,0.6853538182321578
25,0.001,0.5866668397417435,0.6593709731506828,0.5463460170305692,0.6894482134493798
26,0.001,0.5807986703056556,0.6658697688792743,0.5411208253640395,0.6845238296526078
27,0.001,0.5796722452227886,0.6620481946687193,0.5595209644390986,0.6750969110951069
28,0.001,0.5745938258675428,0.6695630661884978,0.5579646206819094,0.6911425460939965
29,0.001,0.57185663408958,0.6708311754916736,0.522471833229065,0.6982368455028573
30,0.001,0.5673213033721998,0.6725133987834816,0.5233736712198991,0.6954756355205198
31,0.001,0.5608386043172616,0.679168850679003,0.521563722537114,0.6944068402750242
32,0.001,0.5592223543387193,0.6800710100088845,0.5220219314098358,0.7009670582056114
33,0.001,0.5542390638819108,0.6829292559610105,0.5033035305830148,0.7089330402900417
34,0.001,0.5537418021605565,0.6836615096214554,0.5125972101321588,0.7039447753500436
35,0.001,0.5501423096427551,0.6890507216666952,0.5013286884014423,0.7031511805870795
36,0.001,0.5454307881685404,0.6888975761505678,0.5252160031061907,0.6987682461602327
37,0.001,0.5451201899693563,0.6892413422187199,0.5350982620165898,0.7009582756788293
38,0.001,0.5440133251822912,0.6898705423316057,0.4927343597778907,0.6961317134766362
39,0.001,0.5401863047709832,0.690948846282736,0.495991510611314,0.7059356833245758
40,0.001,0.535527508190045,0.6962230414427872,0.4821041808678554,0.7168828159825311
41,0.001,0.5340136822599632,0.6985756602941416,0.5309905455662653,0.6942350679749231
42,0.001,0.530683831526683,0.7007032183763923,0.4947734291736896,0.7091645463408813
43,0.001,0.5255204128531309,0.7036602714966115,0.5047770724846766,0.7058839841555957
44,0.001,0.5251983748032496,0.7043129529193782,0.4783665125186627,0.7255127254919791
45,0.001,0.5242488322349695,0.7049995347831711,0.48510324496489304,0.7114917005446335
46,0.001,0.5204494667740969,0.7055582344706739,0.4762592613697052,0.7125979264047377
47,0.001,0.5180359912606386,0.7083747609715877,0.4715051733530485,0.7258875725745882
48,0.001,0.5182253334384698,0.7072615077561978,0.4863207780397855,0.7151793127097549
49,0.001,0.514092555298255,0.716740324095433,0.4798655950106107,0.7100101368566573
50,0.001,0.5123704731464386,0.7128637612091085,0.476224396778987,0.7200896083513196
51,0.001,0.5082591907336161,0.7139192159303683,0.46612769823807937,0.7283101632954802
52,0.001,0.508296054143172,0.7151599470686973,0.48993999270292427,0.7015252634522932
53,0.001,0.5093992866002597,0.7146078871999547,0.48141619379703815,0.7020636088994994
54,0.001,0.5042717878635113,0.7203353337276786,0.4609146553736467,0.7174403523765179
55,0.001,0.5010682516373121,0.7221109094048487,0.4667740739308871,0.7244399971416177
56,0.001,0.5014903680636332,0.7239055888941952,0.45523001093130844,0.7311216867322267
57,0.001,0.49217574562017735,0.7296458299304633,0.45860401346133306,0.7263685908828924
58,0.001,0.49619606630160257,0.7273675172499997,0.4600067991476793,0.733434071106732
59,0.001,0.4960826331606278,0.7239667840626637,0.45852695886905376,0.7332232601748159
60,0.001,0.49276774445405375,0.7302236528116555,0.45688370970579295,0.7300736640905244
61,0.001,0.49312356148774805,0.7285255784757836,0.4508025742494143,0.7299503750017691
62,0.001,0.4886941980857116,0.7320384157977647,0.4477990563099201,0.737202540146626
63,0.001,0.48768586768553807,0.7349626230489679,0.44602035008943997,0.7357291854495496
64,0.001,0.48508579066166513,0.7358308599763735,0.4479903656702775,0.7205933933620959
65,0.001,0.48388030712421126,0.7365199657998306,0.4462899556526771,0.7361764576295681
66,0.001,0.4868287626367349,0.7328302428432028,0.45047789124342114,0.732646809714748
67,0.001,0.4835417614533351,0.7375469408967097,0.4449574553049528,0.7391965007804571
68,0.001,0.48021263709435097,0.7390547615396416,0.4604638732396639,0.7270824629641545
69,0.001,0.48036220520734785,0.7419091460756008,0.44615012407302856,0.7281938808917715
70,0.001,0.4747616417132891,0.7448046329648302,0.43847492795724136,0.7396924909530762
71,0.001,0.47818377442084825,0.7418564851666328,0.44658757677445043,0.7351046740985021
72,0.001,0.48016766355587887,0.7402129092464261,0.4404771369237166,0.7402780390408442
73,0.001,0.4755803391337395,0.7414932155115777,0.4426617764509641,0.7389040538569323
74,0.001,0.4714129231297053,0.746921185745761,0.43322014304307793,0.7407130104434339
75,0.001,0.46930391788482667,0.747160699202854,0.43691176359470074,0.7344278465800027
76,0.001,0.47030798620902575,0.7477552837708394,0.43387459699924175,0.7385108552717329
77,0.001,0.46592861734903773,0.7514701561830193,0.43409362985537603,0.7361965148548862
78,0.001,0.4688323316665796,0.7461859822443825,0.4382023788415469,0.7391109912387709
79,0.001,0.4689902432836019,0.7493291849146979,0.43112859175755425,0.737332252309297
80,0.001,0.46852329751619926,0.7521674923521624,0.44471269433314986,0.7285609606822545
81,0.001,0.4639196011882562,0.7537063021274126,0.4331907249414004,0.7456555664293283
82,0.001,0.4589524433016777,0.755266581133051,0.42729003658661474,0.7433466028387579
83,0.001,0.4616078827243585,0.7574773242939595,0.42981346799777104,0.7435563147190403
84,0.001,0.46066184628468293,0.7572639416420993,0.4284731227617997,0.741843723124115
85,0.001,0.45766054953520113,0.7601172047433812,0.4269651050751026,0.7469052349072756
86,0.001,0.45821186372866995,0.7576435360403705,0.43142995192454414,0.7424202346455512
87,0.001,0.4553670612665323,0.7611840117651508,0.4193037216479962,0.7492625185901007
88,0.001,0.4593755032007511,0.7582111325084638,0.42202483415603637,0.750208430082492
89,0.001,0.4523104704343356,0.7635207616329718,0.43742109216176545,0.730466174152954
90,0.001,0.45533338498610715,0.7579246249921595,0.42037903574796825,0.7461697855870318
91,0.001,0.45156046943022654,0.7628395556601535,0.42789712639955374,0.744230823876203
92,0.001,0.45137272545924556,0.7643752301215804,0.4232488623032203,0.7377845205790423
93,0.001,0.4512777620783219,0.7645520889170923,0.435375386935014,0.7371977153281375
94,0.001,0.45140532278097595,0.7652784324499566,0.41708169625355646,0.7508985248612835
95,0.001,0.4473053924166239,0.7659887251570802,0.42527654721186714,0.7459979967041315
96,0.001,0.45101163456073173,0.7651489660900235,0.4222426983026358,0.747994140765888
97,0.001,0.4448930594783563,0.770379651861403,0.41933376147196844,0.7468307729795765
98,0.001,0.44446703757231054,0.7706321079140251,0.4155062831365145,0.7501291341218419
99,0.001,0.4467111898156313,0.7666891057791376,0.41973772461597736,0.7506256339848616
100,0.001,0.4422756115977581,0.7720472116745513,0.4294026365646949,0.740713345031405
101,0.001,0.441814101430086,0.771718866229888,0.41453238450563873,0.7502315890592066
102,0.001,0.44159590613383515,0.7698366038088951,0.41715884116979746,0.7517458718234493
103,0.001,0.4396383185799305,0.776448005904715,0.41431595178750846,0.7489947291998406
104,0.001,0.44047171416190956,0.7735121711656073,0.4228621835892017,0.7448201667696754
105,0.001,0.4383585896629554,0.7769408377168636,0.41622402255351726,0.7430634996562204
106,0.001,0.43925394335618384,0.7740939005639439,0.41594580045113194,0.747428079121963
